Term,TermMasterID,TermID_dnu,Term_dnu,Path,TableID,ThesXrefTypeID,ThesXrefTableID,TermID3,PrimaryCNID,TermMasterID5,TermMasterID6
Rocky Butte,1545984,2028410,Rocky Butte,"Rocky Butte, Oregon, USA, North America",108,20,346,2028410,1545984,1545984,1
Eastman Site Cut,1545986,2028412,Eastman Site Cut,"Eastman Site Cut, Moat Mtn., New Hampshire, USA, North America",108,20,346,2028412,1545986,1545986,1
Switzerland,1545987,2028413,Switzerland,"Switzerland, Switzerland, Europe",108,20,346,2028413,1545987,1545987,1
Guilford,1545988,2028414,Guilford,"Guilford, New Haven Co., Connecticut, USA, North America",108,20,346,2028414,1545988,1545988,1
Capelinha,1545989,2028415,Capelinha,"Capelinha, Minas Gerais, Brazil, South America",108,20,346,2028415,1545989,1545989,1
Inyo Co.,1545990,2028416,Inyo Co.,"Inyo Co., California, USA, North America",108,20,346,2028416,1545990,1545990,1
Laws,1545991,2028417,Laws,"Laws, Inyo Co., California, USA, North America",108,20,346,2028417,1545991,1545991,1
Hawk Mine,1545993,2028419,Hawk Mine,"Hawk Mine, Bakersville, North Carolina, USA, North America",108,20,346,2028419,1545993,1545993,1
Queretaro,1545994,2028420,Queretaro,"Queretaro, Mexico, North America",108,20,346,2028420,1545994,1545994,1
Queretaro,1545995,2028421,Queretaro,"Queretaro, Queretaro, Mexico, North America",108,20,346,2028421,1545995,1545995,1
Badlands,1545999,2028425,Badlands,"Badlands, SOUTH DAKOTA, Unknown, Legacy",108,20,346,2028425,1545999,1545999,1
New South Wales,1546000,2028426,New South Wales,"New South Wales, Australia, Oceana",108,20,346,2028426,1546000,1546000,1
Fianarantsoa,1546001,2028427,Fianarantsoa,"Fianarantsoa, Madagascar, Africa",108,20,346,2028427,1546001,1546001,1
South Carolina,1546002,2028428,South Carolina,"South Carolina, USA, North America",108,20,346,2028428,1546002,1546002,1
Gila Co.,1546003,2028429,Gila Co.,"Gila Co., Arizona, USA, North America",108,20,346,2028429,1546003,1546003,1
Globe,1546004,2028430,Globe,"Globe, Globe Hills District, Globe-Miami District, Gila Co., Arizona, USA, North America",108,20,346,2028430,1546004,1546004,1
Paterson,1546006,2028432,Paterson,"Paterson, Passaic Mtn., New Jersey, USA, North America",108,20,346,2028432,1546006,1546006,1
Tredestrand,1546007,2028433,Tredestrand,"Tredestrand, Norway, Europe",108,20,346,2028433,1546007,1546007,1
Majungo,1546008,2028434,Majungo,"Majungo, Madagascar, Africa",108,20,346,2028434,1546008,1546008,1
Ontario,1546009,2028435,Ontario,"Ontario, Canada, North America",108,20,346,2028435,1546009,1546009,1
Hybla,1546010,2028436,Hybla,"Hybla, Ontario, Canada, North America",108,20,346,2028436,1546010,1546010,1
Mogok,1546011,2028437,Mogok,"Mogok, Burma, Asia",108,20,346,2028437,1546011,1546011,1
Catamarca,1546012,2028438,Catamarca,"Catamarca, Argentina, South America",108,20,346,2028438,1546012,1546012,1
Capillitas,1546013,2028439,Capillitas,"Capillitas, Catamarca, Argentina, South America",108,20,346,2028439,1546013,1546013,1
Los Gavilanes,1546016,2028442,Los Gavilanes,"Los Gavilanes, Mun. de Tecate, Baja California Norte, Baja California, Mexico, North America",108,20,346,2028442,1590629,1546016,1
Dekalb,1546017,2028443,Dekalb,"Dekalb, New York, USA, North America",108,20,346,2028443,1546017,1546017,1
Ampandrandava,1546018,2028444,Ampandrandava,"Ampandrandava, Madagascar, Africa",108,20,346,2028444,1546018,1546018,1
(Budweis),1546021,2028447,(Budweis),"(Budweis), (BOHEMIA), Czechoslovakia, Czechoslovakia, Czech Republic, Europe",108,20,346,2028447,1546021,1546021,1
San Benito County,1546022,2028448,San Benito County,"San Benito County, California, Unknown, Legacy",108,20,346,2028448,1546022,1546022,1
Windhoeck,1546023,2028449,Windhoeck,"Windhoeck, Namibia, Africa",108,20,346,2028449,1546023,1546023,1
Mogaung,1546026,2028452,Mogaung,"Mogaung, Kachin state, Burma, Asia",108,20,346,2028452,1590473,1546026,1
Greenhorn Mtns.,1546028,2028454,Greenhorn Mtns.,"Greenhorn Mtns., Kern Co., California, USA, North America",108,20,346,2028454,1546028,1546028,1
Mogaung,1546029,2028455,Mogaung,"Mogaung, Kachin state, Burma, Asia",108,20,346,2028455,1590474,1546029,1
Wilberforce,1546030,2028456,Wilberforce,"Wilberforce, Ontario, Canada, North America",108,20,346,2028456,1546030,1546030,1
Hanover,1546031,2028457,Hanover,"Hanover, Germany, Europe",108,20,346,2028457,1546031,1546031,1
Sehnde,1546032,2028458,Sehnde,"Sehnde, Hanover, Germany, Europe",108,20,346,2028458,1546032,1546032,1
Corrego Frio,1546034,2028460,Corrego Frio,"Corrego Frio, CORREGO FRIO, Minas Gerais, Brazil, South America",108,20,346,2028460,1546034,1546034,1
Goyaz,1546035,2028461,Goyaz,"Goyaz, Brazil, South America",108,20,346,2028461,1546035,1546035,1
Scotland,1546036,2028462,Scotland,"Scotland, Europe",108,20,346,2028462,1546036,1546036,1
Uruguay,1546037,2028463,Uruguay,"Uruguay, South America",108,20,346,2028463,1546037,1546037,1
Magadascar,1546038,2028464,Magadascar,"Magadascar, Madagascar, Africa",108,20,346,2028464,1546038,1546038,1
Haddam Neck,1546039,2028465,Haddam Neck,"Haddam Neck, Middlesex Co., Connecticut, USA, North America",108,20,346,2028465,1546039,1546039,1
Gillette Quarry,1546040,2028466,Gillette Quarry,"Gillette Quarry, Haddam Neck, Middlesex Co., Connecticut, USA, North America",108,20,346,2028466,1546040,1546040,1
Siberia,1546041,2028467,Siberia,"Siberia, Ussr, Asia",108,20,346,2028467,1546041,1546041,1
Mongolia,1546042,2028468,Mongolia,"Mongolia, Asia",108,20,346,2028468,1546042,1546042,1
China,1546044,2028470,China,"China, Asia",108,20,346,2028470,1546044,1546044,1
Mont St Hilaire,1546045,2028471,Mont St Hilaire,"Mont St Hilaire, Quebec, Canada, North America",108,20,346,2028471,1546045,1546045,1
Punghu,1546047,2028473,Punghu,"Punghu, Tiawan, Unknown, Legacy",108,20,346,2028473,1546047,1546047,1
Chile,1546048,2028474,Chile,"Chile, South America",108,20,346,2028474,1546048,1546048,1
Walvis Bay,1546050,2028476,Walvis Bay,"Walvis Bay, Namibia, Africa",108,20,346,2028476,1546050,1546050,1
Northern Cape,1546051,2028477,Northern Cape,"Northern Cape, South Africa, Africa",108,20,346,2028477,1546051,1546051,1
Griqualand,1546052,2028478,Griqualand,"Griqualand, Northern Cape, South Africa, Africa",108,20,346,2028478,1546052,1546052,1
Ratnapur (?),1546053,2028479,Ratnapur (?),"Ratnapur (?), India, Asia",108,20,346,2028479,1546053,1546053,1
Yunnan,1546054,2028480,Yunnan,"Yunnan, China, Asia",108,20,346,2028480,1546054,1546054,1
Upper Burma,1546055,2028481,Upper Burma,"Upper Burma, Burma, Asia",108,20,346,2028481,1590472,1546055,1
Derbyshire,1546057,2028483,Derbyshire,"Derbyshire, CASTLETON, England, United Kingdom, Europe",108,20,346,2028483,1546057,1546057,1
Matlock Bath,1546058,2028484,Matlock Bath,"Matlock Bath, Derbyshire, CASTLETON, England, United Kingdom, Europe",108,20,346,2028484,1546058,1546058,1
Russia,1546059,2028485,Russia,"Russia, Asia",108,20,346,2028485,1546059,1546059,1
Ural Mountains,1546060,2028486,Ural Mountains,"Ural Mountains, Russia, Asia",108,20,346,2028486,1546060,1546060,1
Czech Republic,1546061,2028487,Czech Republic,"Czech Republic, Europe",108,20,346,2028487,1546061,1546061,1
Bohemia,1546062,2028488,Bohemia,"Bohemia, Czech Republic, Europe",108,20,346,2028488,1546062,1546062,1
[San Diego],1546064,2028490,[San Diego],"[San Diego], [CALIFORNIA], Unknown, Legacy",108,20,346,2028490,1546064,1546064,1
Persia,1546065,2028491,Persia,"Persia, Persia, Asia",108,20,346,2028491,1590532,1546065,1
Morefield Mine,1546066,2028492,Morefield Mine,"Morefield Mine, Amelia Co., Virginia, USA, North America",108,20,346,2028492,1546066,1546066,1
Kelly Mine,1546068,2028494,Kelly Mine,"Kelly Mine, Magdalena Dist., New Mexico, USA, North America",108,20,346,2028494,1546068,1546068,1
Michigan,1546073,2028499,Michigan,"Michigan, USA, North America",108,20,346,2028499,1546073,1546073,1
Lake Superior,1546074,2028500,Lake Superior,"Lake Superior, Michigan, USA, North America",108,20,346,2028500,1546074,1546074,1
Isle Royale,1546075,2028501,Isle Royale,"Isle Royale, Michigan, USA, North America",108,20,346,2028501,1546075,1546075,1
Griqualand West,1546076,2028502,Griqualand West,"Griqualand West, Northern Cape, South Africa, Africa",108,20,346,2028502,1546076,1546076,1
Poland,1546077,2028503,Poland,"Poland, Europe",108,20,346,2028503,1546077,1546077,1
(Frankenstein,1546080,2028506,(Frankenstein,"(Frankenstein, ZABKOWICE, KRAKOW, Poland, Europe",108,20,346,2028506,1546080,1546080,1
(Silesia),1546081,2028507,(Silesia),"(Silesia), KRAKOW, Poland, Europe",108,20,346,2028507,1546081,1546081,1
Black Hills,1546082,2028508,Black Hills,"Black Hills, South Dakota, USA, North America",108,20,346,2028508,1546082,1546082,1
Bushveld,1546083,2028509,Bushveld,"Bushveld, Transvaal, South Africa, Africa",108,20,346,2028509,1546083,1546083,1
Butte Dist.,1546084,2028510,Butte Dist.,"Butte Dist., Montana, USA, North America",108,20,346,2028510,1546084,1546084,1
Leonard Mine,1546085,2028511,Leonard Mine,"Leonard Mine, Butte, Butte Dist., Montana, USA, North America",108,20,346,2028511,1546085,1546085,1
Haddam,1546086,2028512,Haddam,"Haddam, Middlesex Co., Connecticut, USA, North America",108,20,346,2028512,1546086,1546086,1
Yellowstone River Gravels,1546088,2028514,Yellowstone River Gravels,"Yellowstone River Gravels, Terry, Montana, USA, North America",108,20,346,2028514,1546088,1546088,1
Kenya,1546089,2028515,Kenya,"Kenya, Africa",108,20,346,2028515,1546089,1546089,1
Pakistan,1546091,2028517,Pakistan,"Pakistan, Asia",108,20,346,2028517,1546091,1546091,1
Coos,1546094,2028520,Coos,"Coos, New Hampshire, USA, North America",108,20,346,2028520,1546094,1546094,1
Stark,1546095,2028521,Stark,"Stark, Coos, New Hampshire, USA, North America",108,20,346,2028521,1546095,1546095,1
South Percy Peak,1546096,2028522,South Percy Peak,"South Percy Peak, Stark, Coos, New Hampshire, USA, North America",108,20,346,2028522,1546096,1546096,1
Saltman Deposit,1546098,2028524,Saltman Deposit,"Saltman Deposit, Sweden, Oxford Co., Maine, USA, North America",108,20,346,2028524,1546098,1546098,1
Alabama,1546099,2028525,Alabama,"Alabama, USA, North America",108,20,346,2028525,1546099,1546099,1
Old Bill Penny Farm,1546101,2028527,Old Bill Penny Farm,"Old Bill Penny Farm, Jackson Co., Alabama, USA, North America",108,20,346,2028527,1546101,1546101,1
Rockbridge Co.,1546103,2028529,Rockbridge Co.,"Rockbridge Co., Virginia, USA, North America",108,20,346,2028529,1546103,1546103,1
Cape Province,1546104,2028530,Cape Province,"Cape Province, South Africa, Africa",108,20,346,2028530,1546104,1546104,1
Wessels Mine,1546105,2028531,Wessels Mine,"Wessels Mine, Cape Province, South Africa, Africa",108,20,346,2028531,1546105,1546105,1
Hancock Co.,1546106,2028532,Hancock Co.,"Hancock Co., Maine, USA, North America",108,20,346,2028532,1546106,1546106,1
Bar Harbor,1546107,2028533,Bar Harbor,"Bar Harbor, Hancock Co., Maine, USA, North America",108,20,346,2028533,1546107,1546107,1
Karanga Mine,1546108,2028534,Karanga Mine,"Karanga Mine, Tanzania, Africa",108,20,346,2028534,1546108,1546108,1
Hotazel,1546112,2028538,Hotazel,"Hotazel, Cape Province, South Africa, Africa",108,20,346,2028538,1546112,1546112,1
Muzo,1546118,2028544,Muzo,"Muzo, Colombia, South America",108,20,346,2028544,1546118,1546118,1
Mucuri,1546119,2028545,Mucuri,"Mucuri, Brazil, South America",108,20,346,2028545,1546119,1546119,1
(ST. JOHN'S ISLAND)  ZEBIRGET,1546124,2028550,(ST. JOHN'S ISLAND)  ZEBIRGET,"(ST. JOHN'S ISLAND)  ZEBIRGET, Egypt, Africa",108,20,346,2028550,1546124,1546124,1
Grafton,1546126,2028552,Grafton,"Grafton, Grafton Co., New Hampshire, USA, North America",108,20,346,2028552,1546126,1546126,1
Ruggles Mine,1546127,2028553,Ruggles Mine,"Ruggles Mine, Grafton, Grafton Co., New Hampshire, USA, North America",108,20,346,2028553,1546127,1546127,1
Tamminen Quarry,1546128,2028554,Tamminen Quarry,"Tamminen Quarry, Greenwood, Oxford Co., Maine, USA, North America",108,20,346,2028554,1546128,1546128,1
Gross Bros. Pocket,1546129,2028555,Gross Bros. Pocket,"Gross Bros. Pocket, Greenwood, Oxford Co., Maine, USA, North America",108,20,346,2028555,1546129,1546129,1
Groves Quarry,1546130,2028556,Groves Quarry,"Groves Quarry, Auburn, Androscoggin Co., Maine, USA, North America",108,20,346,2028556,1546130,1546130,1
Black Rock,1546131,2028557,Black Rock,"Black Rock, Nevada, USA, North America",108,20,346,2028557,1546131,1546131,1
South Percy Peak,1546133,2028559,South Percy Peak,"South Percy Peak, Strafford, New Hampshire, USA, North America",108,20,346,2028559,1546133,1546133,1
Ehliyagoda,1546135,2028561,Ehliyagoda,"Ehliyagoda, Sabaragamuwa prov, Sri Lanka, Asia",108,20,346,2028561,1546135,1546135,1
North Groton,1546137,2028563,North Groton,"North Groton, Grafton Co., New Hampshire, USA, North America",108,20,346,2028563,1546137,1546137,1
Reynolds Mine,1546138,2028564,Reynolds Mine,"Reynolds Mine, Springfield, New Hampshire, USA, North America",108,20,346,2028564,1546138,1546138,1
Greenwood,1546139,2028565,Greenwood,"Greenwood, Maine, USA, North America",108,20,346,2028565,1546139,1546139,1
Uncle Tom Mine,1546140,2028566,Uncle Tom Mine,"Uncle Tom Mine, Greenwood, Maine, USA, North America",108,20,346,2028566,1546140,1546140,1
Bennett Quarry,1546147,2028573,Bennett Quarry,"Bennett Quarry, Buckfield, Oxford Co., Maine, USA, North America",108,20,346,2028573,1546147,1546147,1
Hibbs Quarry,1546151,2028577,Hibbs Quarry,"Hibbs Quarry, Hebrow, Maine, USA, North America",108,20,346,2028577,1546151,1546151,1
Grigundland,1546153,2028579,Grigundland,"Grigundland, South Africa, Africa",108,20,346,2028579,1546153,1546153,1
Playta Mine,1546154,2028580,Playta Mine,"Playta Mine, Springfield, New Hampshire, USA, North America",108,20,346,2028580,1546154,1546154,1
Bunker Quarry,1546155,2028581,Bunker Quarry,"Bunker Quarry, Paris, Oxford Co., Maine, USA, North America",108,20,346,2028581,1546155,1546155,1
Hedge Hog Hill,1546157,2028583,Hedge Hog Hill,"Hedge Hog Hill, Pern, Maine, USA, North America",108,20,346,2028583,1546157,1546157,1
Ball Mine,1546158,2028584,Ball Mine,"Ball Mine, Grafton Co., New Hampshire, USA, North America",108,20,346,2028584,1546158,1546158,1
Portland,1546159,2028585,Portland,"Portland, Middlesex Co., Connecticut, USA, North America",108,20,346,2028585,1546159,1546159,1
Booker Mine,1546164,2028590,Booker Mine,"Booker Mine, Bowdoinham, Sagadahoc, Maine, USA, North America",108,20,346,2028590,1546164,1546164,1
Plumbago Mine,1546166,2028592,Plumbago Mine,"Plumbago Mine, Maine, USA, North America",108,20,346,2028592,1546166,1546166,1
Italy,1546167,2028593,Italy,"Italy, Europe",108,20,346,2028593,1546167,1546167,1
Ual D'Ala,1546169,2028595,Ual D'Ala,"Ual D'Ala, Piedmint, Italy, Europe",108,20,346,2028595,1546169,1546169,1
Baja California,1546170,2028596,Baja California,"Baja California, Mexico, North America",108,20,346,2028596,1546170,1546170,1
Moat Mtn.,1546171,2028597,Moat Mtn.,"Moat Mtn., New Hampshire, USA, North America",108,20,346,2028597,1546171,1546171,1
Bumpus Mine,1546175,2028601,Bumpus Mine,"Bumpus Mine, Albany, Oxford Co., Maine, USA, North America",108,20,346,2028601,1546175,1546175,1
Eastern Connecticut,1546176,2028602,Eastern Connecticut,"Eastern Connecticut, Connecticut, USA, North America",108,20,346,2028602,1546176,1546176,1
Rose St.,1546181,2028607,Rose St.,"Rose St., Bellingham, Norfolk Co., Massachusetts, USA, North America",108,20,346,2028607,1546181,1546181,1
Thomaston Dam,1546189,2028615,Thomaston Dam,"Thomaston Dam, Thomaston, Litchfield Co., Connecticut, USA, North America",108,20,346,2028615,1546189,1546189,1
Poona,1546191,2028617,Poona,"Poona, India, Asia",108,20,346,2028617,1546191,1546191,1
Rito Ligonho,1546192,2028618,Rito Ligonho,"Rito Ligonho, Mozambique, Africa",108,20,346,2028618,1546192,1546192,1
Paprok,1546196,2028622,Paprok,"Paprok, Nuristan Province, Afghanistan, Asia",108,20,346,2028622,1590516,1546196,1
East Dorset,1546202,2028628,East Dorset,"East Dorset, Vermont, USA, North America",108,20,346,2028628,1546202,1546202,1
Connecticut,1546213,2028639,Connecticut,"Connecticut, Connecticut, USA, North America",108,20,346,2028639,1546213,1546213,1
Brookline,1546214,2028640,Brookline,"Brookline, Norfolk Co., Massachusetts, USA, North America",108,20,346,2028640,1546214,1546214,1
Hammond Street Quarry,1546215,2028641,Hammond Street Quarry,"Hammond Street Quarry, Brookline, Norfolk Co., Massachusetts, USA, North America",108,20,346,2028641,1546215,1546215,1
Etiro,1546216,2028642,Etiro,"Etiro, Namibia, Africa",108,20,346,2028642,1546216,1546216,1
Spitzkopje,1546217,2028643,Spitzkopje,"Spitzkopje, Namibia, Africa",108,20,346,2028643,1546217,1546217,1
Otjibingue,1546218,2028644,Otjibingue,"Otjibingue, Namibia, Africa",108,20,346,2028644,1546218,1546218,1
Marienfluss,1546219,2028645,Marienfluss,"Marienfluss, Namibia, Africa",108,20,346,2028645,1546219,1546219,1
Swartbooisdrif Mine,1546220,2028646,Swartbooisdrif Mine,"Swartbooisdrif Mine, Namibia, Africa",108,20,346,2028646,1546220,1546220,1
Neuschuvaben Mine,1546221,2028647,Neuschuvaben Mine,"Neuschuvaben Mine, Namibia, Africa",108,20,346,2028647,1546221,1546221,1
Usakos Mine,1546222,2028648,Usakos Mine,"Usakos Mine, Namibia, Africa",108,20,346,2028648,1546222,1546222,1
Otjua Mine,1546223,2028649,Otjua Mine,"Otjua Mine, Namibia, Africa",108,20,346,2028649,1546223,1546223,1
Cave Springs,1549126,2031552,Cave Springs,"Cave Springs, Fish Lake Valley, Nevada, USA, North America",108,20,346,2031552,1549126,1549126,1
San Bernardino Co.,1549127,2031553,San Bernardino Co.,"San Bernardino Co., California, USA, North America",108,20,346,2031553,1549127,1549127,1
United Kingdom,1549128,2031554,United Kingdom,"United Kingdom, Europe",108,20,346,2031554,1549128,1549128,1
England,1549129,2031555,England,"England, United Kingdom, Europe",108,20,346,2031555,1549129,1549129,1
Colchester,1549131,2031557,Colchester,"Colchester, Chittenden, Vermont, USA, North America",108,20,346,2031557,1549131,1549131,1
Parrot Jasper Mine,1549132,2031558,Parrot Jasper Mine,"Parrot Jasper Mine, Colchester, Chittenden, Vermont, USA, North America",108,20,346,2031558,1549132,1549132,1
San Luis Potosi,1549133,2031559,San Luis Potosi,"San Luis Potosi, Mexico, North America",108,20,346,2031559,1549133,1549133,1
Charcas,1549135,2031561,Charcas,"Charcas, Municipio de Charcas, San Luis Potosi, Mexico, North America",108,20,346,2031561,1549135,1549135,1
Aurora Mine,1549136,2031562,Aurora Mine,"Aurora Mine, Charcas, Municipio de Charcas, San Luis Potosi, Mexico, North America",108,20,346,2031562,1549136,1549136,1
Level 2,1549137,2031563,Level 2,"Level 2, Aurora Mine, Charcas, Municipio de Charcas, San Luis Potosi, Mexico, North America",108,20,346,2031563,1549137,1549137,1
Jackson,1549138,2031564,Jackson,"Jackson, North Carolina, USA, North America",108,20,346,2031564,1549138,1549138,1
Webster - Addy Complex,1549140,2031566,Webster - Addy Complex,"Webster - Addy Complex, Webster, Jackson, North Carolina, USA, North America",108,20,346,2031566,1549140,1549140,1
Wakefield,1549142,2031568,Wakefield,"Wakefield, Gatineau, Quebec, Canada, North America",108,20,346,2031568,1549142,1549142,1
Mcbride Property,1549143,2031569,Mcbride Property,"Mcbride Property, Wakefield, Gatineau, Quebec, Canada, North America",108,20,346,2031569,1549143,1549143,1
